"Date","Firm","Action","Rating","Price Target","Price After One Year","TargetAchieved","Ticker"
2016-03-01,"Barrington Research","Upgrade","Outperform",182,172,0,"HSIC"
2016-02-11,"Piper Jaffray Companies","Reiterated Rating","Neutral",159,165.110001,1,"HSIC"
2016-02-11,"Leerink Swann","Boost Price Target","Market Perform",170,165.110001,0,"HSIC"
2016-02-11,"Goldman Sachs Group, Inc. (The)","Boost Price Target","Neutral",154,165.110001,1,"HSIC"
2015-12-03,"Evercore ISI","Reiterated Rating","Buy",154,149.940002,0,"HSIC"
2015-11-06,"Gabelli","Downgrade","Hold",5.9,156.149994,1,"HSIC"
2015-11-05,"Leerink Swann","Boost Price Target","Market Perform",160,156.149994,0,"HSIC"
2015-11-05,"Royal Bank Of Canada","Boost Price Target","Outperform",170,156.149994,0,"HSIC"
2015-07-30,"Evercore ISI","Downgrade","Hold",157,180.139999,1,"HSIC"
2016-04-29,"Goldman Sachs Group, Inc. (The)","Reiterated Rating","Buy",45,45.360001,1,"HOLX"
2016-03-28,"Bank of America Corporation","Reiterated Rating","Buy",46,42.529999,0,"HOLX"
2016-03-23,"Goldman Sachs Group, Inc. (The)","Boost Price Target","",47,42.23,0,"HOLX"
2016-03-07,"Canaccord Genuity","Reiterated Rating","Buy",45,40.959999,0,"HOLX"
2016-02-17,"Piper Jaffray Companies","Reiterated Rating","Neutral",38,40,1,"HOLX"
2016-01-28,"Leerink Swann","Reiterated Rating","Buy",44,40.139999,0,"HOLX"
2016-01-28,"BTIG Research","Reiterated Rating","Buy",43,40.139999,0,"HOLX"
2016-01-28,"Needham & Company LLC","Upgrade","Buy",41,40.139999,0,"HOLX"
2016-01-07,"Barclays PLC","Boost Price Target","Equal Weight",42,40.049999,0,"HOLX"
2015-12-22,"Goldman Sachs Group, Inc. (The)","Lower Price Target","",48,40.07,0,"HOLX"
2015-12-11,"Stifel Nicolaus","Upgrade","Buy",45,39.75,0,"HOLX"
2015-11-05,"Leerink Swann","Reiterated Rating","Buy",44,38.68,0,"HOLX"
2015-11-05,"BTIG Research","Reiterated Rating","Buy",43,38.68,0,"HOLX"
2015-11-05,"Canaccord Genuity","Reiterated Rating","Buy",45,38.68,0,"HOLX"
2015-10-26,"Gabelli","Initiated Coverage","Buy",43,36.599998,0,"HOLX"
2015-10-26,"BTIG Research","Upgrade","Buy",43,36.599998,0,"HOLX"
2015-10-21,"Craig Hallum","Downgrade","Hold",37,38.080002,1,"HOLX"
2015-09-18,"Jefferies Group LLC","Reiterated Rating","Buy",48,37.91,0,"HOLX"
2015-09-02,"Barclays PLC","Upgrade","Equal Weight",40,38.509998,0,"HOLX"
2015-08-03,"Argus","Reiterated Rating","Buy",52,39,0,"HOLX"
2015-07-30,"Canaccord Genuity","Reiterated Rating","Buy",45,38.98,0,"HOLX"
2015-07-30,"Barclays PLC","Boost Price Target","Underweight",40,38.98,1,"HOLX"
2015-07-24,"Bank of America Corporation","Initiated Coverage","Buy",43,36.57,0,"HOLX"
2015-07-13,"Evercore ISI","Downgrade","Hold",38.5,35.799999,0,"HOLX"
2015-07-01,"Cowen and Company","Boost Price Target","Market Perform",40,34.849998,0,"HOLX"
2016-04-19,"Canaccord Genuity","Reiterated Rating","Buy",85,157.080002,1,"IDXX"
2016-04-13,"Credit Suisse Group","Boost Price Target","Outperform",85,153.600006,1,"IDXX"
2016-03-21,"Stifel Nicolaus","Boost Price Target","Buy",85,150.110001,1,"IDXX"
2016-02-03,"Credit Suisse Group","Initiated Coverage","Outperform",80,142.020004,1,"IDXX"
2016-02-01,"Piper Jaffray Companies","Reiterated Rating","Neutral",75,122.800003,1,"IDXX"
2016-02-01,"Canaccord Genuity","Reiterated Rating","Buy",80,122.800003,1,"IDXX"
2016-01-22,"Canaccord Genuity","Reiterated Rating","Buy",80,117.739998,1,"IDXX"
2015-10-30,"Canaccord Genuity","Reiterated Rating","Buy",80,107.139999,1,"IDXX"
2015-10-29,"Stifel Nicolaus","Lower Price Target","Buy",80,107.139999,1,"IDXX"
2015-10-18,"Canaccord Genuity","Reiterated Rating","Buy",87,112.57,1,"IDXX"
2015-08-13,"Stifel Nicolaus","Boost Price Target","Buy",85,111.919998,1,"IDXX"
2015-08-10,"Piper Jaffray Companies","Boost Price Target","Neutral",77,109.889999,1,"IDXX"
2015-07-23,"Canaccord Genuity","Lower Price Target","Buy",75,93.07,1,"IDXX"
2015-07-23,"Feltl & Co.","Upgrade","Hold",69.5,93.07,1,"IDXX"
2015-06-29,"Canaccord Genuity","Reiterated Rating","Buy",80,91.110001,1,"IDXX"
2016-06-02,"Cantor Fitzgerald","Reiterated Rating","Hold",165,183.789993,1,"ILMN"
2016-05-04,"Cantor Fitzgerald","Reiterated Rating","Hold",165,188.850006,1,"ILMN"
2016-05-04,"Canaccord Genuity","Reiterated Rating","Hold",140,188.850006,1,"ILMN"
2016-05-04,"Stifel Nicolaus","Reiterated Rating","Buy",160,188.850006,1,"ILMN"
2016-05-04,"Citigroup Inc.","Reiterated Rating","Buy",175,188.850006,1,"ILMN"
2016-05-04,"Mizuho","Reiterated Rating","Neutral",138,188.850006,1,"ILMN"
2016-05-03,"Nomura","Lower Price Target","Buy",180,187.720001,1,"ILMN"
2016-05-03,"Morgan Stanley","Lower Price Target","Equal Weight",130,187.720001,1,"ILMN"
2016-04-22,"Avondale Partners","Reiterated Rating","Market Perform",160,180.199997,1,"ILMN"
2016-04-22,"Citigroup Inc.","Reiterated Rating","Buy",210,180.199997,0,"ILMN"
2016-04-19,"Mizuho","Reiterated Rating","Neutral",150,178.029999,1,"ILMN"
2016-04-19,"Leerink Swann","Reiterated Rating","Market Perform",165,178.029999,1,"ILMN"
2016-04-19,"Cowen and Company","Reiterated Rating","Outperform",180,178.029999,0,"ILMN"
2016-04-19,"Cantor Fitzgerald","Downgrade","Hold",165,178.029999,1,"ILMN"
2016-04-19,"Morgan Stanley","Reiterated Rating","Equal Weight",140,178.029999,1,"ILMN"
2016-04-19,"Barclays PLC","Lower Price Target","Equal Weight",160,178.029999,1,"ILMN"
2016-04-11,"Piper Jaffray Companies","Reiterated Rating","Buy",204,175.009995,0,"ILMN"
2016-03-30,"Argus","Initiated Coverage","Buy",175,173.160004,0,"ILMN"
2016-03-23,"Goldman Sachs Group, Inc. (The)","Lower Price Target","",141,167.690002,1,"ILMN"
2016-03-09,"Canaccord Genuity","Reiterated Rating","Hold",160,164.479996,1,"ILMN"
2016-02-04,"Canaccord Genuity","Downgrade","Hold",160,162.520004,1,"ILMN"
2016-02-03,"Robert W. Baird","Lower Price Target","Neutral",175,162.149994,0,"ILMN"
2016-02-03,"Deutsche Bank AG","Reiterated Rating","Hold",160,162.149994,1,"ILMN"
2016-02-03,"Evercore ISI","Lower Price Target","Hold",160,162.149994,1,"ILMN"
2016-02-03,"Piper Jaffray Companies","Upgrade","Buy",215,162.149994,0,"ILMN"
2016-02-03,"Cantor Fitzgerald","Reiterated Rating","Buy",225,162.149994,0,"ILMN"
2016-01-19,"Piper Jaffray Companies","Reiterated Rating","Overweight",219,160.580002,0,"ILMN"
2016-01-13,"Mizuho","Reiterated Rating","Neutral",150,162.570007,1,"ILMN"
2016-01-11,"Canaccord Genuity","Reiterated Rating","Buy",205,162.350006,0,"ILMN"
2016-01-07,"Cowen and Company","Boost Price Target","",215,141.539993,0,"ILMN"
2016-01-07,"Barclays PLC","Boost Price Target","Equal Weight",175,141.539993,0,"ILMN"
2016-01-06,"Avondale Partners","Initiated Coverage","Market Perform",175,141.490005,0,"ILMN"
2016-01-06,"Deutsche Bank AG","Initiated Coverage","Hold",192,141.490005,0,"ILMN"
2016-01-05,"Piper Jaffray Companies","Reiterated Rating","Overweight",219,134.559998,0,"ILMN"
2015-12-21,"Stifel Nicolaus","Boost Price Target","Buy",215,127.82,0,"ILMN"
2015-11-24,"Goldman Sachs Group, Inc. (The)","Lower Price Target","Neutral",133,135.190002,1,"ILMN"
2015-10-21,"Mizuho","Reiterated Rating","Hold",150,141.800003,0,"ILMN"
2015-10-21,"Piper Jaffray Companies","Reiterated Rating","Buy",219,141.800003,0,"ILMN"
2015-10-21,"Wedbush","Boost Price Target","Outperform",160,141.800003,0,"ILMN"
2015-10-21,"J P Morgan Chase & Co","Lower Price Target","Overweight",235,141.800003,0,"ILMN"
2015-10-21,"Janney Montgomery Scott","Lower Price Target","Neutral",140,141.800003,1,"ILMN"
2015-10-21,"Goldman Sachs Group, Inc. (The)","Lower Price Target","Neutral",134,141.800003,1,"ILMN"
2015-10-21,"Citigroup Inc.","Lower Price Target","Buy",200,141.800003,0,"ILMN"
2015-10-21,"Canaccord Genuity","Reiterated Rating","Buy",205,141.800003,0,"ILMN"
2015-10-13,"Barclays PLC","Lower Price Target","Equal Weight",170,137.169998,0,"ILMN"
2015-10-06,"Goldman Sachs Group, Inc. (The)","Lower Price Target","Neutral",137,184.929993,1,"ILMN"
2015-10-06,"Leerink Swann","Lower Price Target","Market Perform",155,184.929993,1,"ILMN"
2015-10-06,"Piper Jaffray Companies","Lower Price Target","Overweight",220,184.929993,0,"ILMN"
2015-10-06,"Canaccord Genuity","Reiterated Rating","Buy",250,184.929993,0,"ILMN"
2015-10-06,"Stifel Nicolaus","Lower Price Target","Buy",175,184.929993,1,"ILMN"
2015-10-06,"Mizuho","Downgrade","Neutral",150,184.929993,1,"ILMN"
2015-10-02,"Cowen and Company","Reiterated Rating","Outperform",220,182.229996,0,"ILMN"
2015-10-01,"Leerink Swann","Downgrade","Market Perform",185,182.229996,0,"ILMN"
2015-09-30,"Stifel Nicolaus","Reiterated Rating","Buy",175,181.660004,1,"ILMN"
2015-09-16,"BTIG Research","Reiterated Rating","Buy",240,172.970001,0,"ILMN"
2015-08-26,"Cantor Fitzgerald","Initiated Coverage","Buy",265,172.210007,0,"ILMN"
2015-08-22,"Canaccord Genuity","Reiterated Rating","Buy",250,173.75,0,"ILMN"
2015-08-19,"BTIG Research","Reiterated Rating","Buy",240,171.669998,0,"ILMN"
2015-08-19,"Mizuho","Reiterated Rating","Buy",250,171.669998,0,"ILMN"
2015-07-22,"Piper Jaffray Companies","Reiterated Rating","Buy",230,150.759995,0,"ILMN"
2015-07-22,"Canaccord Genuity","Lower Price Target","Buy",250,150.759995,0,"ILMN"
2015-07-22,"Janney Montgomery Scott","Downgrade","Neutral",240,150.759995,0,"ILMN"
2015-07-22,"Mizuho","Boost Price Target","Buy",240,150.759995,0,"ILMN"
2015-07-17,"Canaccord Genuity","Initiated Coverage","Buy",275,149.570007,0,"ILMN"
2015-07-16,"Piper Jaffray Companies","Reiterated Rating","Overweight",230,149.570007,0,"ILMN"
2015-07-14,"Wedbush","Reiterated Rating","Buy",250,147.229996,0,"ILMN"
2015-07-01,"Cowen and Company","Boost Price Target","Outperform",300,140.729996,0,"ILMN"
2016-06-07,"BMO Capital Markets","Reiterated Rating","Buy",97,119.150002,1,"INCY"
2016-05-10,"Brean Capital","Reiterated Rating","Buy",92,118.220001,1,"INCY"
2016-05-10,"Jefferies Group LLC","Reiterated Rating","Buy",88,118.220001,1,"INCY"
2016-04-13,"Jefferies Group LLC","Reiterated Rating","Buy",88,140.839996,1,"INCY"
2016-04-07,"BMO Capital Markets","Initiated Coverage","Outperform",92,140.110001,1,"INCY"
2016-04-06,"Jefferies Group LLC","Lower Price Target","Buy",88,135.5,1,"INCY"
2016-03-30,"Leerink Swann","Lower Price Target","Outperform",85,137.770004,1,"INCY"
2016-03-23,"Morgan Stanley","Initiated Coverage","Overweight",85,138.970001,1,"INCY"
2016-02-22,"Argus","Boost Price Target","Buy",135,121.360001,0,"INCY"
2016-02-16,"Leerink Swann","Reiterated Rating","Outperform",94,120.18,1,"INCY"
2016-02-12,"Oppenheimer Holdings, Inc.","Lower Price Target","Outperform",108,121.150002,1,"INCY"
2016-02-12,"Brean Capital","Reiterated Rating","Buy",92,121.150002,1,"INCY"
2016-02-12,"Barclays PLC","Boost Price Target","Overweight",85,121.150002,1,"INCY"
2016-02-11,"Piper Jaffray Companies","Boost Price Target","Overweight",125,121.150002,0,"INCY"
2016-02-08,"Leerink Swann","Reiterated Rating","Outperform",118,122.730003,1,"INCY"
2016-01-31,"Bank of America Corporation","Reiterated Rating","Buy",87,121.209999,1,"INCY"
2016-01-30,"Oppenheimer Holdings, Inc.","Reiterated Rating","Outperform",129,118.230003,0,"INCY"
2016-01-19,"Credit Suisse Group","Initiated Coverage","Outperform",110,117.529999,1,"INCY"
2016-01-13,"Oppenheimer Holdings, Inc.","Reiterated Rating","Outperform",129,117.75,0,"INCY"
2015-11-19,"UBS Group AG","Reiterated Rating","Buy",130,108.099998,0,"INCY"
2015-11-18,"Goldman Sachs Group, Inc. (The)","Initiated Coverage","Buy",135,103.629997,0,"INCY"
2015-11-12,"Leerink Swann","Boost Price Target","Outperform",135,104.889999,0,"INCY"
2015-11-11,"Piper Jaffray Companies","Reiterated Rating","Overweight",135,104.510002,0,"INCY"
2015-11-09,"Oppenheimer Holdings, Inc.","Boost Price Target","Outperform",129,104.129997,0,"INCY"
2015-11-04,"JMP Securities","Boost Price Target","Market Outperform",133,87.57,0,"INCY"
2015-11-04,"Jefferies Group LLC","Boost Price Target","Buy",142,87.57,0,"INCY"
2015-11-04,"Brean Capital","Boost Price Target","",131,87.57,0,"INCY"
2015-10-15,"Jefferies Group LLC","Reiterated Rating","Buy",135,86.699997,0,"INCY"
2015-10-15,"J P Morgan Chase & Co","Reiterated Rating","Overweight",118,86.699997,0,"INCY"
2015-10-06,"Nomura","Boost Price Target","Buy",146,94.779999,0,"INCY"
2015-09-08,"Jefferies Group LLC","Initiated Coverage","Buy",140,81.559998,0,"INCY"
2015-09-03,"J P Morgan Chase & Co","Reiterated Rating","Overweight",118,83.75,0,"INCY"
2015-08-18,"Piper Jaffray Companies","Reiterated Rating","Overweight",130,76.160004,0,"INCY"
2015-08-18,"Argus","Boost Price Target","Buy",135,76.160004,0,"INCY"
2015-08-13,"Barclays PLC","Initiated Coverage","Overweight",125,80.550003,0,"INCY"
2015-08-05,"JMP Securities","Boost Price Target","Market Outperform",127,90.839996,0,"INCY"
2015-08-05,"Brean Capital","Reiterated Rating","Buy",119,90.839996,0,"INCY"
2015-08-04,"J P Morgan Chase & Co","Reiterated Rating","Buy",118,90.120003,0,"INCY"
2015-07-25,"Piper Jaffray Companies","Reiterated Rating","Buy",130,86.43,0,"INCY"
2015-06-17,"Oppenheimer Holdings, Inc.","Reiterated Rating","Outperform",121,77.110001,0,"INCY"
2016-05-26,"Wedbush","Reiterated Rating","Neutral",105,138.559998,1,"INTU"
2016-05-24,"Deutsche Bank AG","Reiterated Rating","Buy",125,137.830002,1,"INTU"
2016-05-23,"Brean Capital","Reiterated Rating","Buy",130,129.149994,0,"INTU"
2016-05-23,"Goldman Sachs Group, Inc. (The)","Initiated Coverage","Buy",117,129.149994,1,"INTU"
2016-04-21,"Credit Suisse Group","Initiated Coverage","Neutral",100,118.360001,1,"INTU"
2016-04-14,"Brean Capital","Initiated Coverage","Buy",125,118.639999,0,"INTU"
2016-04-08,"Morgan Stanley","Reiterated Rating","Hold",105,118.620003,1,"INTU"
2016-04-01,"Morgan Stanley","Reiterated Rating","Equal Weight",105,116.169998,1,"INTU"
2016-02-26,"Royal Bank Of Canada","Boost Price Target","Sector Perform",93,125.849998,1,"INTU"
2016-02-22,"Deutsche Bank AG","Reiterated Rating","Buy",125,119.43,0,"INTU"
2016-02-18,"Citigroup Inc.","Lower Price Target","",109,119.870003,1,"INTU"
2016-02-08,"Royal Bank Of Canada","Lower Price Target","",91,116.550003,1,"INTU"
2015-11-20,"J P Morgan Chase & Co","Boost Price Target","Neutral",104,115.669998,1,"INTU"
2015-11-20,"Jefferies Group LLC","Boost Price Target","Buy",112,115.669998,1,"INTU"
2015-11-20,"Deutsche Bank AG","Boost Price Target","Buy",125,115.669998,0,"INTU"
2015-11-20,"Barclays PLC","Boost Price Target","Overweight",107,115.669998,1,"INTU"
2015-11-20,"Wedbush","Reiterated Rating","Neutral",90,115.669998,1,"INTU"
2015-11-20,"Royal Bank Of Canada","Boost Price Target","Sector Perform",96,115.669998,1,"INTU"
2015-11-04,"Deutsche Bank AG","Reiterated Rating","Buy",120,105.279999,0,"INTU"
2015-10-16,"Deutsche Bank AG","Reiterated Rating","Buy",110,106.879997,0,"INTU"
2015-09-21,"Jefferies Group LLC","Lower Price Target","Buy",108,110.779999,1,"INTU"
2015-09-18,"Wedbush","Reiterated Rating","Neutral",86,108.980003,1,"INTU"
2015-09-18,"Royal Bank Of Canada","Lower Price Target","Sector Perform",95,108.980003,1,"INTU"
2015-09-18,"J P Morgan Chase & Co","Lower Price Target","Neutral",94,108.980003,1,"INTU"
2015-09-18,"Deutsche Bank AG","Lower Price Target","Buy",110,108.980003,0,"INTU"
2015-09-18,"Oppenheimer Holdings, Inc.","Lower Price Target","Outperform",96,108.980003,1,"INTU"
2015-09-15,"Jefferies Group LLC","Reiterated Rating","Buy",108,109.760002,1,"INTU"
2015-09-10,"Barclays PLC","Upgrade","Overweight",105,109.540001,1,"INTU"
2015-08-21,"Wedbush","Lower Price Target","Neutral",96,112.540001,1,"INTU"
2015-08-21,"J P Morgan Chase & Co","Lower Price Target","Neutral",102,112.540001,1,"INTU"
2015-08-21,"Barclays PLC","Lower Price Target","Equal Weight",102,112.540001,1,"INTU"
2015-08-21,"FBR & Co","Lower Price Target","Sector Perform",107,112.540001,1,"INTU"
2015-08-21,"Jefferies Group LLC","Reiterated Rating","Buy",115,112.540001,0,"INTU"
2015-08-21,"Royal Bank Of Canada","Lower Price Target","Sector Perform",107,112.540001,1,"INTU"
2015-08-19,"Morgan Stanley","Initiated Coverage","Weight",105,112.800003,1,"INTU"
2015-08-19,"Deutsche Bank AG","Upgrade","Buy",120,112.800003,0,"INTU"
2015-08-11,"Royal Bank Of Canada","Downgrade","Sector Perform",115,113.150002,0,"INTU"
2015-08-10,"Raymond James Financial, Inc.","Downgrade","Market Perform",105.44,112.860001,1,"INTU"
2016-06-07,"Canaccord Genuity","Reiterated Rating","Buy",700,932,1,"ISRG"
2016-06-02,"Goldman Sachs Group, Inc. (The)","Downgrade","Neutral",674,924.690002,1,"ISRG"
2016-04-20,"Leerink Swann","Boost Price Target","Outperform",710,814.450012,1,"ISRG"
2016-04-20,"Piper Jaffray Companies","Boost Price Target","Neutral",610,814.450012,1,"ISRG"
2016-04-20,"Bank of America Corporation","Reiterated Rating","Buy",750,814.450012,1,"ISRG"
2016-04-20,"Evercore ISI","Boost Price Target","Buy",700,814.450012,1,"ISRG"
2016-04-20,"Stifel Nicolaus","Boost Price Target","Buy",700,814.450012,1,"ISRG"
2016-04-20,"Wedbush","Reiterated Rating","Outperform",680,814.450012,1,"ISRG"
2016-04-20,"Canaccord Genuity","Reiterated Rating","Buy",700,814.450012,1,"ISRG"
2016-04-20,"Royal Bank Of Canada","Boost Price Target","Sector Perform",640,814.450012,1,"ISRG"
2016-04-12,"Leerink Swann","Boost Price Target","Outperform",700,764.26001,1,"ISRG"
2016-04-08,"Goldman Sachs Group, Inc. (The)","Boost Price Target","",664,767.039978,1,"ISRG"
2016-04-01,"BTIG Research","Downgrade","Neutral",600,764.710022,1,"ISRG"
2016-03-31,"Piper Jaffray Companies","Reiterated Rating","Hold",550,766.469971,1,"ISRG"
2016-03-25,"Bank of America Corporation","Reiterated Rating","Buy",640,767.320007,1,"ISRG"
2016-03-17,"Canaccord Genuity","Initiated Coverage","Buy",664,749.830017,1,"ISRG"
2016-03-14,"Bank of America Corporation","Reiterated Rating","Buy",640,740.080017,1,"ISRG"
2016-01-25,"Barclays PLC","Reiterated Rating","Overweight",650,700,1,"ISRG"
2016-01-22,"BTIG Research","Reiterated Rating","Buy",600,655.030029,1,"ISRG"
2016-01-22,"Wedbush","Reiterated Rating","Outperform",680,655.030029,0,"ISRG"
2016-01-22,"Evercore ISI","Reiterated Rating","Buy",620,655.030029,1,"ISRG"
2016-01-22,"Canaccord Genuity","Reiterated Rating","Buy",625,655.030029,1,"ISRG"
2016-01-22,"Stifel Nicolaus","Boost Price Target","Buy",640,655.030029,1,"ISRG"
2016-01-14,"Leerink Swann","Boost Price Target","Outperform",640,663.73999,1,"ISRG"
2016-01-13,"Evercore ISI","Reiterated Rating","Buy",600,664.710022,1,"ISRG"
2016-01-11,"Wedbush","Boost Price Target","Outperform",680,678.159973,0,"ISRG"
2016-01-07,"BTIG Research","Reiterated Rating","Buy",575,641.299988,1,"ISRG"
2016-01-07,"Royal Bank Of Canada","Boost Price Target","Sector Perform",610,641.299988,1,"ISRG"
2016-01-04,"Morgan Stanley","Upgrade","Overweight",650,629.48999,0,"ISRG"
2015-12-09,"Leerink Swann","Reiterated Rating","Outperform",600,625.210022,1,"ISRG"
2015-11-13,"Goldman Sachs Group, Inc. (The)","Lower Price Target","",626,624.599976,0,"ISRG"
2015-11-12,"Citigroup Inc.","Initiated Coverage","Buy",601,624.599976,1,"ISRG"
2015-11-11,"BTIG Research","Reiterated Rating","Buy",575,621.76001,1,"ISRG"
2015-10-22,"BTIG Research","Reiterated Rating","Buy",575,685,1,"ISRG"
2015-10-21,"Evercore ISI","Reiterated Rating","Buy",565,678.02002,1,"ISRG"
2015-10-21,"Raymond James Financial, Inc.","Lower Price Target","Outperform",570,678.02002,1,"ISRG"
2015-10-21,"Leerink Swann","Reiterated Rating","Outperform",593,678.02002,1,"ISRG"
2015-10-21,"J P Morgan Chase & Co","Boost Price Target","Overweight Rating.",625,678.02002,1,"ISRG"
2015-10-21,"Canaccord Genuity","Reiterated Rating","Buy",625,678.02002,1,"ISRG"
2015-10-19,"Royal Bank Of Canada","Reiterated Rating","Sector Perform",565,681.130005,1,"ISRG"
2015-09-23,"Canaccord Genuity","Reiterated Rating","Buy",615,710.219971,1,"ISRG"
2015-09-10,"Piper Jaffray Companies","Reiterated Rating","Neutral",525,683.390015,1,"ISRG"
2015-09-06,"Wedbush","Reiterated Rating","Buy",650,693.119995,1,"ISRG"
2015-07-22,"Leerink Swann","Boost Price Target","Outperform",600,689.369995,1,"ISRG"
2015-07-22,"BTIG Research","Boost Price Target","Buy",600,689.369995,1,"ISRG"
2015-07-22,"Barclays PLC","Boost Price Target","Overweight",625,689.369995,1,"ISRG"
2015-07-22,"Jefferies Group LLC","Boost Price Target","Buy",675,689.369995,1,"ISRG"
2015-07-22,"Canaccord Genuity","Upgrade","Buy",615,689.369995,1,"ISRG"
2015-07-22,"Royal Bank Of Canada","Boost Price Target","Sector Perform",565,689.369995,1,"ISRG"
2015-07-06,"Morgan Stanley","Downgrade","Underweight",500,670.440002,0,"ISRG"
2015-06-25,"Barclays PLC","Initiated Coverage","Overweight",575,629.900024,1,"ISRG"
2016-04-19,"Sanford C. Bernstein","Boost Price Target","Outperform",96,88.919998,0,"JBHT"
2016-04-19,"Credit Suisse Group","Reiterated Rating","Buy",96,88.919998,0,"JBHT"
2016-04-18,"Cowen and Company","Reiterated Rating","Outperform",94,88.940002,0,"JBHT"
2016-04-15,"Buckingham Research","Boost Price Target","Neutral",80,89.110001,1,"JBHT"
2016-04-04,"Robert W. Baird","Boost Price Target","",85,91.959999,1,"JBHT"
2016-03-29,"BMO Capital Markets","Downgrade","Market Perform",88,91.160004,1,"JBHT"
2016-03-18,"Credit Suisse Group","Boost Price Target","Outperform",93,92.910004,0,"JBHT"
2016-03-10,"BB&T Corporation","Boost Price Target","Buy",90,96.650002,1,"JBHT"
2016-02-22,"Bank of America Corporation","Reiterated Rating","Buy",86,98.339996,1,"JBHT"
2016-01-25,"BB&T Corporation","Upgrade","Buy",83,98.540001,1,"JBHT"
2016-01-22,"Royal Bank Of Canada","Lower Price Target","Outperform",85,94.5,1,"JBHT"
2016-01-20,"Credit Suisse Group","Reiterated Rating","Buy",83,94.519997,1,"JBHT"
2016-01-19,"Credit Suisse Group","Lower Price Target","Outperform",82,94.360001,1,"JBHT"
2016-01-11,"Deutsche Bank AG","Reiterated Rating","Hold",82,98.720001,1,"JBHT"
2015-12-18,"Robert W. Baird","Lower Price Target","",77,97.860001,1,"JBHT"
2015-12-15,"Buckingham Research","Initiated Coverage","Neutral",72,98.010002,1,"JBHT"
2015-11-11,"Susquehanna Bancshares Inc","Boost Price Target","Positive",90,89.690002,0,"JBHT"
2015-10-15,"Susquehanna Bancshares Inc","Lower Price Target","Positive",87,78.449997,0,"JBHT"
2015-10-15,"Credit Suisse Group","Lower Price Target","Outperform",91,78.449997,0,"JBHT"
2015-10-15,"Cowen and Company","Lower Price Target","Outperform",87,78.449997,0,"JBHT"
2015-10-13,"Robert W. Baird","Lower Price Target","",82,79.93,0,"JBHT"
2015-10-12,"Deutsche Bank AG","Reiterated Rating","Hold",87,81.260002,0,"JBHT"
2015-10-07,"Citigroup Inc.","Lower Price Target","Neutral",82,80.75,0,"JBHT"
2015-09-11,"Bank of America Corporation","Upgrade","Buy",90,80.209999,0,"JBHT"
2015-07-20,"Susquehanna Bancshares Inc","Lower Price Target","Positive",98,81.550003,0,"JBHT"
2015-07-09,"Longbow Research","Upgrade","Buy",102,84.989998,0,"JBHT"
2016-05-10,"MKM Partners","Lower Price Target","Buy",32,39.32,1,"JD"
2016-05-10,"Credit Suisse Group","Downgrade","Neutral",21,39.32,1,"JD"
2016-03-04,"MKM Partners","Lower Price Target","Buy",34,30.41,0,"JD"
2016-03-03,"Bank of America Corporation","Reiterated Rating","Neutral",35,30.93,0,"JD"
2016-03-02,"Deutsche Bank AG","Lower Price Target","Buy",32.9,30.93,0,"JD"
2016-03-01,"Piper Jaffray Companies","Reiterated Rating","Neutral",32,30.67,0,"JD"
2016-02-23,"J P Morgan Chase & Co","Initiated Coverage","Overweight",33,30.610001,0,"JD"
2016-01-22,"Nomura","Upgrade","Buy",35,28.18,0,"JD"
2016-01-19,"Jefferies Group LLC","Reiterated Rating","Buy",43,27.75,0,"JD"
2015-12-17,"Morgan Stanley","Upgrade","Overweight",36,25.379999,0,"JD"
2015-12-15,"MKM Partners","Initiated Coverage","Buy",38,25.77,0,"JD"
2015-12-03,"Credit Suisse Group","Reiterated Rating","Outperform",35,25.950001,0,"JD"
2015-12-01,"Jefferies Group LLC","Reiterated Rating","Buy",43,26.299999,0,"JD"
2015-11-20,"Brean Capital","Reiterated Rating","Buy",37,26,0,"JD"
2015-11-17,"Summit Research","Reiterated Rating","Hold",35,26.75,0,"JD"
2015-11-17,"Deutsche Bank AG","Lower Price Target","Buy",31.7,26.75,0,"JD"
2015-11-17,"Barclays PLC","Boost Price Target","Overweight",37,26.75,0,"JD"
2015-11-10,"HSBC Holdings plc","Initiated Coverage","Buy",37,24.389999,0,"JD"
2015-11-06,"Goldman Sachs Group, Inc. (The)","Initiated Coverage","Buy",37,25.459999,0,"JD"
2015-10-29,"Citigroup Inc.","Lower Price Target","Buy",37.9,25.950001,0,"JD"
2015-10-12,"Summit Research","Reiterated Rating","Hold",32,26.59,0,"JD"
2015-10-01,"Deutsche Bank AG","Upgrade","Buy",32,26.110001,0,"JD"
2015-08-12,"Macquarie","Boost Price Target","Outperform",39,24.65,0,"JD"
2015-08-11,"Macquarie","Reiterated Rating","Outperform",39,23.290001,0,"JD"
2015-08-11,"Brean Capital","Reiterated Rating","Buy",37,23.290001,0,"JD"
2015-08-11,"Morgan Stanley","Downgrade","Equal Weight",35,23.290001,0,"JD"
2015-08-10,"Barclays PLC","Reiterated Rating","Overweight",43,23.41,0,"JD"
2015-08-10,"Barclays PLC","Boost Price Target","Overweight",43,23.41,0,"JD"
2015-08-10,"Morgan Stanley","Downgrade","Equal Weight",35,23.41,0,"JD"
2015-08-04,"T.H. Capital","Initiated Coverage","Buy",39,21.370001,0,"JD"
2015-08-04,"SunTrust Banks, Inc.","Reiterated Rating","Buy",37,21.370001,0,"JD"
